ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime
12/17/2016,606,MEDICAL CENTER/ALAMO RANCH,14,190,12,1,216,87.96,174.43
12/17/2016,607,MEDICAL CENTER / INGRAM,1,87,14,0,102,85.29,182.69
12/17/2016,609,INGRAM/MAINLAND,3,77,13,0,93,82.8,94.09
12/17/2016,610,INGRAM/NORTHWEST CROSSING,9,181,11,19,201,90.05,113.70
12/17/2016,611,VALLEY-HI / KEL-LAC,1,87,2,18,90,96.67,116.87
12/17/2016,612,KEL-LAC/WESTLAKES,4,96,8,0,108,88.89,100.14
12/17/2016,613,HERITAGE NW / KEL-LAC,1,119,27,0,147,80.95,138.09
12/17/2016,614,HIDDEN COVE / KEL-LAC,8,91,3,6,102,89.22,242.16
12/17/2016,615,KEL-LAC / HERITAGE PARK,4,92,6,6,102,90.2,234.53
12/17/2016,616,SKY HARBOUR/KEL-LAC,6,144,22,24,172,83.72,93.67
12/17/2016,617,KEL-LAC / RAINBOW HILLS,2,101,5,0,108,93.52,114.55
12/17/2016,618,INGRAM/WESTLAKES,5,63,34,26,102,61.76,171.26
12/17/2016,619,KEL-LAC / INDIAN CREEK,0,100,8,0,108,92.59,129.21
12/17/2016,620,INGRAM/NWVISTAS,1,50,30,12,81,61.73,131.33
12/17/2016,629,INDUSTRY PARK,3,111,41,0,155,71.61,84.02
12/17/2016,630,RANDOLPH/KIRBY/SUNRISE,2,136,41,0,179,75.98,76.53
12/17/2016,631,SUNRISE/SUMMERFEST,0,36,0,45,36,100,126.11
12/17/2016,632,RANDOLPH/VENTURA,2,148,58,40,208,71.15,88.78
12/17/2016,640,VALLEY FORGE,1,69,9,7,79,87.34,136.19
12/17/2016,641,KNOLLCREEK,0,40,3,44,43,93.02,195.55
12/17/2016,642,NACOGDOCHES,0,27,14,57,41,65.85,186.41
12/17/2016,647,NORTH STAR / HARRY WURZBACH,6,105,23,1,134,78.36,106.19
12/17/2016,648,NORTH STAR / STONE OAK PKWY.,7,189,64,3,260,72.69,132.62
12/17/2016,651,DECO DISTRICT / CASTLE HILLS,0,82,14,0,96,85.42,95.88
12/17/2016,660,NWVISTAS/UNIVESITY P&R,10,80,61,9,151,52.98,97.34
12/18/2016,2,BLANCO,5,427,69,3,501,85.23,195.03
12/18/2016,3,SAN PEDRO SKIP,22,364,60,0,446,81.61,159.84
12/18/2016,4,SAN PEDRO Frequent,20,441,23,11,484,91.12,161.73
12/18/2016,5,McCULLOUGH,6,191,90,6,287,66.55,187.05
12/18/2016,8,N ST MARYS,12,184,29,63,225,81.78,113.89
12/18/2016,9,BROADWAY,4,293,6,33,303,96.7,287.87
12/18/2016,10,NACO/BROADWAY,14,252,49,33,315,80,71.70
12/18/2016,11,VIVA CULTURE,44,408,33,69,485,84.12,223.65
12/18/2016,14,PERRIN BEITEL SKIP,27,368,12,1,407,90.42,92.22
12/18/2016,16,JBSA EXPRESS FT. SAM HOUSTON / USO,0,35,2,1,37,94.59,564.08
12/18/2016,17,IH-35 Express,2,85,4,1,91,93.41,190.60
12/18/2016,20,NEW BRAUNFELS Frequent,31,472,17,4,520,90.77,254.90
12/18/2016,21,KIRBY / CONVERSE,24,255,23,12,302,84.44,85.93
12/18/2016,22,HAYS Frequent,31,225,1,4,257,87.55,176.10
12/18/2016,24,EAST HOUSTON Frequent,16,269,30,19,315,85.4,137.05
12/18/2016,25,E. COMMERCE Frequent,27,284,50,3,361,78.67,134.19
12/18/2016,26,MARTIN LUTHER KING,16,253,16,7,285,88.77,92.56
12/18/2016,28,PORTER,23,294,61,6,378,77.78,196.70
12/18/2016,30,RIGSBY,8,168,37,6,213,78.87,250.99
12/18/2016,32,STEVES AVE.,4,166,13,2,183,90.71,281.99
12/18/2016,34,SOUTH ST.MARY'S,3,276,36,33,315,87.62,246.74
12/18/2016,36,S.PRESA,16,191,7,2,214,89.25,185.47
12/18/2016,40,VIVA MISSIONS,33,95,7,37,135,70.37,213.10
12/18/2016,42,ROOSEVELT,19,312,38,3,369,84.55,188.89
12/18/2016,43,SOUTH FLORES,11,277,12,30,300,92.33,212.30
12/18/2016,44,PLEASANTON RD.,20,264,36,29,320,82.5,189.34
12/18/2016,46,COMMERCIAL,8,174,34,0,216,80.56,117.62
12/18/2016,51,NOGALITOS,12,285,48,0,345,82.61,136.07
12/18/2016,62,KIRK,11,173,28,0,212,81.6,204.27
12/18/2016,64,US 90 Express,32,90,16,39,138,65.22,34.06
12/18/2016,65,JBSA EXPRESS LACKLAND AFB/USO,0,31,1,6,32,96.88,377.73
12/18/2016,66,CERALVO Frequent,26,347,16,1,389,89.2,170.20
12/18/2016,67,LAREDO,4,86,4,38,94,91.49,101.93
12/18/2016,68,GUADALUPE Frequent,41,525,46,4,612,85.78,191.89
12/18/2016,75,W. COMMERCE Frequent,10,339,54,1,403,84.12,154.60
12/18/2016,76,WEST COMMERCE Skip,33,358,7,2,398,89.95,160.50
12/18/2016,77,MARTIN,10,147,16,7,173,84.97,283.59
12/18/2016,79,RUIZ  Frequent,20,189,18,1,227,83.26,149.52
12/18/2016,82,CULEBRA,31,350,20,1,401,87.28,209.30
12/18/2016,88,BANDERA,22,327,21,8,370,88.38,209.00
12/18/2016,89,POPLAR,12,154,31,2,197,78.17,139.83
12/18/2016,90,WOODLAWN,35,291,16,1,342,85.09,162.70
12/18/2016,94,IH-10 / FIESTA TEXAS Express,19,234,10,15,263,88.97,68.97
12/18/2016,95,FREDERICKSBURG RD,4,188,4,0,196,95.92,216.11
12/18/2016,96,VANCE JACKSON,13,229,3,0,245,93.47,183.80
12/18/2016,97,WEST AVE,12,231,33,30,276,83.7,80.97
12/18/2016,100,PRIMO FRED RD,17,995,140,48,1152,86.37,133.29
12/18/2016,502,THOUSAND OAKS,9,179,4,0,192,93.23,209.83
12/18/2016,505,BASSE,4,174,20,1,198,87.88,170.39
12/18/2016,515,SOUTHCROSS,4,231,11,0,246,93.9,108.03
12/18/2016,520,ZARZAMORA,47,756,20,3,823,91.86,169.20
12/18/2016,522,BABCOCK,0,194,18,1,212,91.51,133.24
12/18/2016,524,GENERAL McMULLEN Frequent,17,289,19,23,325,88.92,174.93
12/18/2016,534,WURZBACH,11,236,36,1,283,83.39,191.41
12/18/2016,550,LOOPER Skip,20,292,23,20,335,87.16,201.10
12/18/2016,551,LOOPER Skip,1,355,34,3,390,91.03,131.92
12/18/2016,602,NORTH STAR / MEDICAL CENTER,10,134,27,4,171,78.36,119.35
12/18/2016,603,MEDICAL CENTER/UTSA,1,112,12,1,125,89.6,143.29
12/18/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,0,109,15,8,124,87.9,137.42
12/18/2016,606,MEDICAL CENTER/ALAMO RANCH,20,185,3,2,208,88.94,82.43
12/18/2016,607,MEDICAL CENTER / INGRAM,5,95,1,1,101,94.06,139.12
12/18/2016,609,INGRAM/MAINLAND,3,90,0,0,93,96.77,146.90
12/18/2016,610,INGRAM/NORTHWEST CROSSING,15,174,2,29,191,91.1,122.78
12/18/2016,611,VALLEY-HI / KEL-LAC,1,84,5,18,90,93.33,230.71
12/18/2016,612,KEL-LAC/WESTLAKES,4,101,3,0,108,93.52,98.30
12/18/2016,613,HERITAGE NW / KEL-LAC,1,107,0,0,108,99.07,96.26
12/18/2016,614,HIDDEN COVE / KEL-LAC,10,98,0,0,108,90.74,347.30
12/18/2016,615,KEL-LAC / HERITAGE PARK,5,103,0,0,108,95.37,184.38
12/18/2016,616,SKY HARBOUR/KEL-LAC,19,106,0,19,125,84.8,122.26
12/18/2016,617,KEL-LAC / RAINBOW HILLS,7,101,0,0,108,93.52,97.68
12/18/2016,618,INGRAM/WESTLAKES,3,72,26,27,101,71.29,101.44
12/18/2016,619,KEL-LAC / INDIAN CREEK,1,99,8,0,108,91.67,107.99
12/18/2016,620,INGRAM/NWVISTAS,3,85,5,0,93,91.4,139.47
12/18/2016,629,INDUSTRY PARK,0,0,0,155,0,NULL,NULL
12/18/2016,630,RANDOLPH/KIRBY/SUNRISE,8,164,4,0,176,93.18,65.36
12/18/2016,632,RANDOLPH/VENTURA,9,161,13,1,183,87.98,83.25
12/18/2016,642,NACOGDOCHES,0,92,0,0,92,100,255.99
12/18/2016,647,NORTH STAR / HARRY WURZBACH,2,123,0,0,125,98.4,200.75
12/18/2016,648,NORTH STAR / STONE OAK PKWY.,3,215,9,2,227,94.71,247.85
12/18/2016,651,DECO DISTRICT / CASTLE HILLS,6,78,11,1,95,82.11,153.31
12/19/2016,2,BLANCO,26,735,98,22,859,85.56,150.69
12/19/2016,3,SAN PEDRO SKIP,19,515,135,2,669,76.98,198.98
12/19/2016,4,SAN PEDRO Frequent,11,567,78,58,656,86.43,105.54
12/19/2016,5,McCULLOUGH,10,344,87,9,441,78,211.92
12/19/2016,6,US-281 Express,9,124,42,5,175,70.86,144.38
12/19/2016,8,N ST MARYS,30,440,79,0,549,80.15,113.78
12/19/2016,9,BROADWAY,5,290,74,15,369,78.59,172.29
12/19/2016,10,NACO/BROADWAY,11,310,33,24,354,87.57,183.15
12/19/2016,11,VIVA CULTURE,35,438,17,64,490,89.39,210.93
12/19/2016,14,PERRIN BEITEL SKIP,26,537,47,2,610,88.03,148.00
12/19/2016,17,IH-35 Express,12,165,7,0,184,89.67,140.52
12/19/2016,20,NEW BRAUNFELS Frequent,59,657,36,9,752,87.37,180.70
12/19/2016,21,KIRBY / CONVERSE,32,399,26,14,457,87.31,212.44
12/19/2016,22,HAYS Frequent,18,256,18,108,292,87.67,105.28
12/19/2016,24,EAST HOUSTON Frequent,18,326,42,57,386,84.46,79.17
12/19/2016,25,E. COMMERCE Frequent,36,391,58,95,485,80.62,121.70
12/19/2016,26,MARTIN LUTHER KING,22,341,45,1,408,83.58,176.84
12/19/2016,28,PORTER,38,404,98,32,540,74.81,186.35
12/19/2016,30,RIGSBY,20,311,37,5,368,84.51,123.17
12/19/2016,32,STEVES AVE.,11,267,40,11,318,83.96,189.54
12/19/2016,34,SOUTH ST.MARY'S,23,482,45,67,550,87.64,192.01
12/19/2016,36,S.PRESA,16,274,38,3,328,83.54,112.95
12/19/2016,40,VIVA MISSIONS,32,99,3,38,134,73.88,71.40
12/19/2016,42,ROOSEVELT,34,484,41,10,559,86.58,150.44
12/19/2016,43,SOUTH FLORES,6,303,61,14,370,81.89,149.80
12/19/2016,44,PLEASANTON RD.,27,327,31,7,385,84.94,131.53
12/19/2016,46,COMMERCIAL,23,192,49,54,264,72.73,89.48
12/19/2016,48,IH-35 S Express,9,20,1,1,30,66.67,220.67
12/19/2016,51,NOGALITOS,17,390,54,9,461,84.6,171.83
12/19/2016,54,SOUTH ALAMO,1,97,17,1,115,84.35,218.52
12/19/2016,62,KIRK,13,234,52,15,299,78.26,101.53
12/19/2016,64,US 90 Express,20,125,60,65,205,60.98,67.71
12/19/2016,66,CERALVO Frequent,37,589,46,23,672,87.65,160.38
12/19/2016,67,LAREDO,11,178,61,2,250,71.2,121.95
12/19/2016,68,GUADALUPE Frequent,36,530,83,3,649,81.66,203.45
12/19/2016,70,CESAR CHAVEZ,1,89,26,0,116,76.72,170.71
12/19/2016,75,W. COMMERCE Frequent,26,468,84,83,578,80.97,124.16
12/19/2016,76,WEST COMMERCE Skip,31,450,75,1,556,80.94,139.82
12/19/2016,77,MARTIN,19,217,7,10,243,89.3,177.14
12/19/2016,79,RUIZ  Frequent,35,317,32,8,384,82.55,153.70
12/19/2016,82,CULEBRA,7,492,45,14,544,90.44,152.98
12/19/2016,88,BANDERA,26,435,34,3,495,87.88,132.07
12/19/2016,89,POPLAR,15,236,24,31,275,85.82,138.26
12/19/2016,90,WOODLAWN,20,354,53,0,427,82.9,163.51
12/19/2016,93,IH-10 CROSSROADS/UTSA Express,18,245,10,12,273,89.74,93.67
12/19/2016,94,IH-10 / FIESTA TEXAS Express,9,188,55,26,252,74.6,76.07
12/19/2016,95,FREDERICKSBURG RD,5,193,16,6,214,90.19,189.65
12/19/2016,96,VANCE JACKSON,20,368,36,31,424,86.79,226.38
12/19/2016,97,WEST AVE,14,428,105,7,547,78.24,144.33
12/19/2016,100,PRIMO FRED RD,42,1411,168,39,1621,87.05,163.07
12/19/2016,502,THOUSAND OAKS,11,231,31,3,273,84.62,122.41
12/19/2016,505,BASSE,6,187,12,13,205,91.22,269.13
12/19/2016,509,HILDEBRAND,15,294,33,37,342,85.96,266.03
12/19/2016,515,SOUTHCROSS,16,389,20,16,425,91.53,106.28
12/19/2016,520,ZARZAMORA,92,1171,117,45,1380,84.86,124.77
12/19/2016,522,BABCOCK,6,362,34,4,402,90.05,88.99
12/19/2016,524,GENERAL McMULLEN Frequent,42,648,20,118,710,91.27,167.06
12/19/2016,534,WURZBACH,35,548,74,1,657,83.41,175.35
12/19/2016,550,LOOPER Skip,14,440,81,18,535,82.24,203.27
12/19/2016,551,LOOPER Skip,19,462,178,12,659,70.11,146.30
12/19/2016,602,NORTH STAR / MEDICAL CENTER,11,210,43,5,264,79.55,126.64
12/19/2016,603,MEDICAL CENTER/UTSA,4,146,43,17,193,75.65,168.64
12/19/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,4,163,20,5,187,87.17,182.50
12/19/2016,605,UTSA/MAINLAND,2,56,26,12,84,66.67,149.95
12/19/2016,606,MEDICAL CENTER/ALAMO RANCH,6,199,19,3,224,88.84,124.91
12/19/2016,607,MEDICAL CENTER / INGRAM,1,96,8,0,105,91.43,100.03
12/19/2016,609,INGRAM/MAINLAND,4,116,7,8,127,91.34,153.90
12/19/2016,610,INGRAM/NORTHWEST CROSSING,19,230,8,24,257,89.49,103.52
12/19/2016,611,VALLEY-HI / KEL-LAC,1,94,0,19,95,98.95,333.77
12/19/2016,612,KEL-LAC/WESTLAKES,1,110,3,0,114,96.49,128.19
12/19/2016,613,HERITAGE NW / KEL-LAC,3,140,4,0,147,95.24,116.79
12/19/2016,614,HIDDEN COVE / KEL-LAC,8,89,17,0,114,78.07,96.72
12/19/2016,615,KEL-LAC / HERITAGE PARK,3,119,23,2,145,82.07,119.90
12/19/2016,616,SKY HARBOUR/KEL-LAC,7,148,10,31,165,89.7,107.32
12/19/2016,617,KEL-LAC / RAINBOW HILLS,8,128,9,2,145,88.28,107.63
12/19/2016,618,INGRAM/WESTLAKES,0,76,26,26,102,74.51,110.45
12/19/2016,619,KEL-LAC / INDIAN CREEK,3,133,8,0,144,92.36,100.99
12/19/2016,620,INGRAM/NWVISTAS,1,85,26,17,112,75.89,208.13
12/19/2016,629,INDUSTRY PARK,5,122,27,1,154,79.22,148.95
12/19/2016,630,RANDOLPH/KIRBY/SUNRISE,5,140,18,2,163,85.89,118.13
12/19/2016,631,SUNRISE/SUMMERFEST,0,130,21,2,151,86.09,145.35
12/19/2016,632,RANDOLPH/VENTURA,28,424,51,1,503,84.29,176.97
12/19/2016,640,VALLEY FORGE,3,75,8,0,86,87.21,96.69
12/19/2016,641,KNOLLCREEK,0,87,1,1,88,98.86,136.15
12/19/2016,642,NACOGDOCHES,0,98,0,0,98,100,158.56
12/19/2016,647,NORTH STAR / HARRY WURZBACH,17,120,15,1,152,78.95,127.46
12/19/2016,648,NORTH STAR / STONE OAK PKWY.,17,196,67,14,280,70,172.19
12/19/2016,651,DECO DISTRICT / CASTLE HILLS,5,154,6,0,165,93.33,187.32
12/19/2016,660,NWVISTAS/UNIVESITY P&R,5,157,11,13,173,90.75,136.99
12/19/2016,999,GSA SHUTTLE,0,0,0,64,0,NULL,NULL
12/20/2016,2,BLANCO,40,721,88,32,849,84.92,199.01
12/20/2016,3,SAN PEDRO SKIP,19,547,96,9,662,82.63,192.91
12/20/2016,4,SAN PEDRO Frequent,22,633,58,1,713,88.78,124.02
12/20/2016,5,McCULLOUGH,12,348,80,10,440,79.09,163.93
12/20/2016,6,US-281 Express,9,80,74,17,163,49.08,152.67
12/20/2016,8,N ST MARYS,36,413,98,18,547,75.5,103.18
12/20/2016,9,BROADWAY,5,310,67,2,382,81.15,247.47
12/20/2016,10,NACO/BROADWAY,10,305,41,22,356,85.67,74.22
12/20/2016,11,VIVA CULTURE,21,416,49,68,486,85.6,193.34
12/20/2016,14,PERRIN BEITEL SKIP,47,518,47,0,612,84.64,138.94
12/20/2016,17,IH-35 Express,8,169,5,2,182,92.86,146.31
12/20/2016,20,NEW BRAUNFELS Frequent,56,666,30,19,752,88.56,190.25
12/20/2016,21,KIRBY / CONVERSE,11,401,39,28,451,88.91,209.09
12/20/2016,22,HAYS Frequent,7,368,21,4,396,92.93,174.98
12/20/2016,24,EAST HOUSTON Frequent,13,364,46,20,423,86.05,58.46
12/20/2016,25,E. COMMERCE Frequent,41,371,74,102,486,76.34,115.77
12/20/2016,26,MARTIN LUTHER KING,44,289,53,23,386,74.87,97.28
12/20/2016,28,PORTER,52,463,54,14,569,81.37,132.99
12/20/2016,30,RIGSBY,16,305,38,14,359,84.96,122.51
12/20/2016,32,STEVES AVE.,5,258,33,33,296,87.16,194.34
12/20/2016,34,SOUTH ST.MARY'S,24,454,71,68,549,82.7,223.51
12/20/2016,36,S.PRESA,17,282,29,3,328,85.98,146.56
12/20/2016,40,VIVA MISSIONS,26,98,7,41,131,74.81,207.43
12/20/2016,42,ROOSEVELT,14,481,54,20,549,87.61,145.44
12/20/2016,43,SOUTH FLORES,8,320,54,2,382,83.77,147.55
12/20/2016,44,PLEASANTON RD.,23,326,40,3,389,83.8,124.72
12/20/2016,46,COMMERCIAL,24,248,42,4,314,78.98,87.52
12/20/2016,48,IH-35 S Express,1,25,1,4,27,92.59,105.65
12/20/2016,51,NOGALITOS,17,419,32,2,468,89.53,220.92
12/20/2016,54,SOUTH ALAMO,2,99,14,1,115,86.09,97.26
12/20/2016,62,KIRK,27,247,34,6,308,80.19,278.29
12/20/2016,64,US 90 Express,23,142,56,49,221,64.25,64.42
12/20/2016,66,CERALVO Frequent,34,600,37,23,671,89.42,186.31
12/20/2016,67,LAREDO,12,176,61,19,249,70.68,165.47
12/20/2016,68,GUADALUPE Frequent,70,489,54,39,613,79.77,179.82
12/20/2016,70,CESAR CHAVEZ,1,82,33,0,116,70.69,143.95
12/20/2016,75,W. COMMERCE Frequent,33,467,83,88,583,80.1,136.89
12/20/2016,76,WEST COMMERCE Skip,23,500,31,3,554,90.25,169.53
12/20/2016,77,MARTIN,8,224,11,10,243,92.18,141.54
12/20/2016,79,RUIZ  Frequent,33,324,31,4,388,83.51,111.78
12/20/2016,82,CULEBRA,4,517,35,2,556,92.99,163.30
12/20/2016,88,BANDERA,17,423,43,15,483,87.58,183.98
12/20/2016,89,POPLAR,22,274,9,8,305,89.84,163.28
12/20/2016,90,WOODLAWN,33,359,34,1,426,84.27,186.07
12/20/2016,93,IH-10 CROSSROADS/UTSA Express,14,254,17,0,285,89.12,114.10
12/20/2016,94,IH-10 / FIESTA TEXAS Express,11,191,56,20,258,74.03,73.03
12/20/2016,95,FREDERICKSBURG RD,2,210,8,0,220,95.45,203.80
12/20/2016,96,VANCE JACKSON,15,346,58,36,419,82.58,173.71
12/20/2016,97,WEST AVE,14,458,69,13,541,84.66,126.45
12/20/2016,100,PRIMO FRED RD,47,1391,197,25,1635,85.08,150.92
12/20/2016,502,THOUSAND OAKS,10,240,23,3,273,87.91,190.63
12/20/2016,505,BASSE,4,177,26,11,207,85.51,227.20
12/20/2016,509,HILDEBRAND,11,282,44,42,337,83.68,269.70
12/20/2016,515,SOUTHCROSS,8,407,12,14,427,95.32,161.00
12/20/2016,520,ZARZAMORA,81,1155,141,48,1377,83.88,149.52
12/20/2016,522,BABCOCK,3,366,33,4,402,91.04,161.46
12/20/2016,524,GENERAL McMULLEN Frequent,33,676,58,61,767,88.14,137.96
12/20/2016,534,WURZBACH,25,497,135,1,657,75.65,256.66
12/20/2016,550,LOOPER Skip,25,463,58,7,546,84.8,211.47
12/20/2016,551,LOOPER Skip,17,471,171,12,659,71.47,168.67
12/20/2016,602,NORTH STAR / MEDICAL CENTER,6,226,33,4,265,85.28,107.65
12/20/2016,603,MEDICAL CENTER/UTSA,4,140,46,20,190,73.68,169.77
12/20/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,7,164,16,5,187,87.7,154.41
12/20/2016,605,UTSA/MAINLAND,1,69,16,10,86,80.23,94.30
12/20/2016,606,MEDICAL CENTER/ALAMO RANCH,3,199,21,4,223,89.24,99.94
12/20/2016,607,MEDICAL CENTER / INGRAM,1,91,11,2,103,88.35,168.92
12/20/2016,609,INGRAM/MAINLAND,4,107,22,2,133,80.45,154.70
12/20/2016,610,INGRAM/NORTHWEST CROSSING,13,231,12,25,256,90.23,163.72
12/20/2016,611,VALLEY-HI / KEL-LAC,1,94,1,24,96,97.92,254.78
12/20/2016,612,KEL-LAC/WESTLAKES,6,98,10,6,114,85.96,146.70
12/20/2016,613,HERITAGE NW / KEL-LAC,14,131,2,0,147,89.12,67.38
12/20/2016,614,HIDDEN COVE / KEL-LAC,8,93,9,4,110,84.55,245.18
12/20/2016,615,KEL-LAC / HERITAGE PARK,3,120,15,9,138,86.96,136.49
12/20/2016,616,SKY HARBOUR/KEL-LAC,9,153,3,31,165,92.73,160.88
12/20/2016,617,KEL-LAC / RAINBOW HILLS,4,133,6,4,143,93.01,91.73
12/20/2016,618,INGRAM/WESTLAKES,0,58,39,31,97,59.79,136.24
12/20/2016,619,KEL-LAC / INDIAN CREEK,12,127,4,1,143,88.81,157.64
12/20/2016,620,INGRAM/NWVISTAS,4,88,21,16,113,77.88,200.01
12/20/2016,629,INDUSTRY PARK,1,117,35,2,153,76.47,166.55
12/20/2016,630,RANDOLPH/KIRBY/SUNRISE,1,153,11,0,165,92.73,112.77
12/20/2016,631,SUNRISE/SUMMERFEST,0,142,10,1,152,93.42,147.60
12/20/2016,632,RANDOLPH/VENTURA,6,469,28,1,503,93.24,128.89
12/20/2016,640,VALLEY FORGE,3,70,12,1,85,82.35,104.59
12/20/2016,641,KNOLLCREEK,3,79,2,5,84,94.05,132.89
12/20/2016,642,NACOGDOCHES,2,90,4,2,96,93.75,131.07
12/20/2016,647,NORTH STAR / HARRY WURZBACH,17,113,22,1,152,74.34,118.55
12/20/2016,648,NORTH STAR / STONE OAK PKWY.,31,174,69,4,274,63.5,179.35
12/20/2016,651,DECO DISTRICT / CASTLE HILLS,1,155,8,1,164,94.51,236.06
12/20/2016,660,NWVISTAS/UNIVESITY P&R,4,143,25,14,172,83.14,109.07
12/20/2016,999,GSA SHUTTLE,0,0,0,64,0,NULL,NULL
12/21/2016,2,BLANCO,17,697,143,24,857,81.33,141.02
12/21/2016,3,SAN PEDRO SKIP,35,534,100,2,669,79.82,186.05
12/21/2016,4,SAN PEDRO Frequent,8,516,141,49,665,77.59,173.96
12/21/2016,5,McCULLOUGH,9,323,98,20,430,75.12,152.00
12/21/2016,6,US-281 Express,8,113,52,7,173,65.32,127.03
12/21/2016,8,N ST MARYS,25,360,164,0,549,65.57,93.45
12/21/2016,9,BROADWAY,3,309,66,6,378,81.75,153.06
12/21/2016,10,NACO/BROADWAY,4,288,65,21,357,80.67,87.01
12/21/2016,11,VIVA CULTURE,27,421,50,56,498,84.54,188.22
12/21/2016,14,PERRIN BEITEL SKIP,15,541,45,11,601,90.02,114.29
12/21/2016,17,IH-35 Express,12,152,15,5,179,84.92,121.83
12/21/2016,20,NEW BRAUNFELS Frequent,47,636,69,4,752,84.57,214.15
12/21/2016,21,KIRBY / CONVERSE,8,407,50,6,465,87.53,168.50
12/21/2016,22,HAYS Frequent,43,238,25,94,306,77.78,138.18
12/21/2016,24,EAST HOUSTON Frequent,13,294,91,45,398,73.87,75.97
12/21/2016,25,E. COMMERCE Frequent,31,355,97,97,483,73.5,86.04
12/21/2016,26,MARTIN LUTHER KING,24,319,55,11,398,80.15,124.45
12/21/2016,28,PORTER,62,427,74,9,563,75.84,168.34
12/21/2016,30,RIGSBY,11,275,72,15,358,76.82,129.15
12/21/2016,32,STEVES AVE.,8,270,46,5,324,83.33,211.74
12/21/2016,34,SOUTH ST.MARY'S,18,452,83,64,553,81.74,186.11
12/21/2016,36,S.PRESA,20,268,39,4,327,81.96,237.94
12/21/2016,40,VIVA MISSIONS,37,85,12,38,134,63.43,53.23
12/21/2016,42,ROOSEVELT,11,446,95,17,552,80.8,145.22
12/21/2016,43,SOUTH FLORES,9,309,62,4,380,81.32,156.79
12/21/2016,44,PLEASANTON RD.,17,321,50,4,388,82.73,169.36
12/21/2016,46,COMMERCIAL,15,254,44,5,313,81.15,69.91
12/21/2016,48,IH-35 S Express,3,20,6,2,29,68.97,90.65
12/21/2016,51,NOGALITOS,19,386,65,0,470,82.13,164.56
12/21/2016,54,SOUTH ALAMO,1,92,20,3,113,81.42,86.43
12/21/2016,62,KIRK,25,246,36,7,307,80.13,238.58
12/21/2016,64,US 90 Express,25,116,68,61,209,55.5,66.14
12/21/2016,66,CERALVO Frequent,30,586,57,11,673,87.07,148.42
12/21/2016,67,LAREDO,11,169,66,6,246,68.7,123.89
12/21/2016,68,GUADALUPE Frequent,55,520,62,15,637,81.63,175.26
12/21/2016,70,CESAR CHAVEZ,1,81,34,0,116,69.83,189.62
12/21/2016,75,W. COMMERCE Frequent,22,455,107,77,584,77.91,150.77
12/21/2016,76,WEST COMMERCE Skip,43,475,38,1,556,85.43,112.19
12/21/2016,77,MARTIN,10,218,14,11,242,90.08,274.42
12/21/2016,79,RUIZ  Frequent,33,321,25,13,379,84.7,118.35
12/21/2016,82,CULEBRA,6,501,48,3,555,90.27,185.77
12/21/2016,88,BANDERA,14,410,60,14,484,84.71,152.93
12/21/2016,89,POPLAR,26,258,22,0,306,84.31,227.23
12/21/2016,90,WOODLAWN,31,336,59,1,426,78.87,179.06
12/21/2016,93,IH-10 CROSSROADS/UTSA Express,12,232,19,22,263,88.21,142.84
12/21/2016,94,IH-10 / FIESTA TEXAS Express,8,187,65,18,260,71.92,66.92
12/21/2016,95,FREDERICKSBURG RD,1,211,7,1,219,96.35,186.24
12/21/2016,96,VANCE JACKSON,16,355,83,1,454,78.19,200.77
12/21/2016,97,WEST AVE,14,418,113,9,545,76.7,89.40
12/21/2016,100,PRIMO FRED RD,35,1336,248,41,1619,82.52,129.68
12/21/2016,502,THOUSAND OAKS,8,217,40,11,265,81.89,133.18
12/21/2016,505,BASSE,6,176,14,22,196,89.8,182.39
12/21/2016,509,HILDEBRAND,19,266,17,77,302,88.08,172.49
12/21/2016,515,SOUTHCROSS,10,382,35,14,427,89.46,145.98
12/21/2016,520,ZARZAMORA,78,1093,215,39,1386,78.86,153.17
12/21/2016,522,BABCOCK,6,359,37,4,402,89.3,122.53
12/21/2016,524,GENERAL McMULLEN Frequent,37,674,60,57,771,87.42,196.07
12/21/2016,534,WURZBACH,14,445,126,85,585,76.07,162.96
12/21/2016,550,LOOPER Skip,14,443,93,3,550,80.55,159.97
12/21/2016,551,LOOPER Skip,18,448,195,16,661,67.78,181.71
12/21/2016,602,NORTH STAR / MEDICAL CENTER,3,219,42,5,264,82.95,162.63
12/21/2016,603,MEDICAL CENTER/UTSA,1,134,60,15,195,68.72,208.55
12/21/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,4,165,15,8,184,89.67,119.00
12/21/2016,605,UTSA/MAINLAND,1,62,21,12,84,73.81,189.38
12/21/2016,606,MEDICAL CENTER/ALAMO RANCH,2,175,46,4,223,78.48,124.09
12/21/2016,607,MEDICAL CENTER / INGRAM,0,84,19,2,103,81.55,223.32
12/21/2016,609,INGRAM/MAINLAND,6,104,24,1,134,77.61,138.39
12/21/2016,610,INGRAM/NORTHWEST CROSSING,15,237,5,24,257,92.22,103.16
12/21/2016,611,VALLEY-HI / KEL-LAC,3,89,2,20,94,94.68,235.30
