ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime
12/21/2016,612,KEL-LAC/WESTLAKES,3,101,4,6,108,93.52,109.32
12/21/2016,613,HERITAGE NW / KEL-LAC,10,129,6,2,145,88.97,123.47
12/21/2016,614,HIDDEN COVE / KEL-LAC,8,94,11,1,113,83.19,134.17
12/21/2016,615,KEL-LAC / HERITAGE PARK,1,123,17,6,141,87.23,112.92
12/21/2016,616,SKY HARBOUR/KEL-LAC,8,151,10,27,169,89.35,103.16
12/21/2016,617,KEL-LAC / RAINBOW HILLS,7,123,11,6,141,87.23,80.99
12/21/2016,618,INGRAM/WESTLAKES,0,68,36,24,104,65.38,124.23
12/21/2016,619,KEL-LAC / INDIAN CREEK,7,126,7,4,140,90,138.31
12/21/2016,620,INGRAM/NWVISTAS,3,74,36,16,113,65.49,180.92
12/21/2016,629,INDUSTRY PARK,2,121,31,1,154,78.57,143.06
12/21/2016,630,RANDOLPH/KIRBY/SUNRISE,7,143,14,1,164,87.2,102.25
12/21/2016,631,SUNRISE/SUMMERFEST,0,122,29,2,151,80.79,232.86
12/21/2016,632,RANDOLPH/VENTURA,19,415,66,4,500,83,127.73
12/21/2016,640,VALLEY FORGE,4,65,13,4,82,79.27,125.65
12/21/2016,641,KNOLLCREEK,0,78,11,0,89,87.64,170.28
12/21/2016,642,NACOGDOCHES,1,82,14,1,97,84.54,110.39
12/21/2016,647,NORTH STAR / HARRY WURZBACH,23,109,20,1,152,71.71,104.49
12/21/2016,648,NORTH STAR / STONE OAK PKWY.,33,165,79,1,277,59.57,121.98
12/21/2016,651,DECO DISTRICT / CASTLE HILLS,2,140,12,11,154,90.91,138.70
12/21/2016,660,NWVISTAS/UNIVESITY P&R,2,120,51,13,173,69.36,152.01
12/21/2016,999,GSA SHUTTLE,0,0,0,64,0,NULL,NULL
12/22/2016,2,BLANCO,22,689,144,26,855,80.58,137.39
12/22/2016,3,SAN PEDRO SKIP,33,496,86,56,615,80.65,149.68
12/22/2016,4,SAN PEDRO Frequent,20,610,64,20,694,87.9,161.73
12/22/2016,5,McCULLOUGH,11,332,99,20,442,75.11,210.47
12/22/2016,6,US-281 Express,12,122,43,3,177,68.93,85.13
12/22/2016,8,N ST MARYS,34,366,125,24,525,69.71,130.10
12/22/2016,9,BROADWAY,6,330,46,2,382,86.39,262.58
12/22/2016,10,NACO/BROADWAY,8,271,64,35,343,79.01,90.11
12/22/2016,11,VIVA CULTURE,23,395,70,66,488,80.94,208.15
12/22/2016,14,PERRIN BEITEL SKIP,20,516,70,11,606,85.15,110.49
12/22/2016,17,IH-35 Express,10,141,15,23,166,84.94,191.65
12/22/2016,20,NEW BRAUNFELS Frequent,19,669,65,3,753,88.84,198.44
12/22/2016,21,KIRBY / CONVERSE,26,393,48,4,467,84.15,161.66
12/22/2016,22,HAYS Frequent,3,225,24,148,252,89.29,154.76
12/22/2016,24,EAST HOUSTON Frequent,22,340,52,29,414,82.13,114.33
12/22/2016,25,E. COMMERCE Frequent,22,364,104,90,490,74.29,100.25
12/22/2016,26,MARTIN LUTHER KING,16,343,44,6,403,85.11,187.09
12/22/2016,28,PORTER,49,472,47,4,568,83.1,115.28
12/22/2016,30,RIGSBY,14,314,44,10,372,84.41,180.70
12/22/2016,32,STEVES AVE.,6,279,44,10,329,84.8,189.46
12/22/2016,34,SOUTH ST.MARY'S,15,445,95,62,555,80.18,174.78
12/22/2016,36,S.PRESA,7,291,29,4,327,88.99,171.13
12/22/2016,40,VIVA MISSIONS,13,93,27,39,133,69.92,348.81
12/22/2016,42,ROOSEVELT,28,402,126,13,556,72.3,168.36
12/22/2016,43,SOUTH FLORES,16,324,43,1,383,84.6,192.11
12/22/2016,44,PLEASANTON RD.,20,291,71,10,382,76.18,276.85
12/22/2016,46,COMMERCIAL,20,251,45,2,316,79.43,52.40
12/22/2016,48,IH-35 S Express,1,26,4,0,31,83.87,123.93
12/22/2016,51,NOGALITOS,23,396,47,4,466,84.98,108.80
12/22/2016,54,SOUTH ALAMO,1,99,15,1,115,86.09,159.40
12/22/2016,62,KIRK,36,249,24,5,309,80.58,157.33
12/22/2016,64,US 90 Express,22,119,57,72,198,60.1,64.31
12/22/2016,66,CERALVO Frequent,18,571,84,11,673,84.84,147.53
12/22/2016,67,LAREDO,8,177,54,13,239,74.06,291.33
12/22/2016,68,GUADALUPE Frequent,23,577,35,17,635,90.87,152.36
12/22/2016,70,CESAR CHAVEZ,0,92,24,0,116,79.31,161.99
12/22/2016,75,W. COMMERCE Frequent,17,458,108,78,583,78.56,133.90
12/22/2016,76,WEST COMMERCE Skip,42,446,25,44,513,86.94,106.64
12/22/2016,77,MARTIN,21,199,24,9,244,81.56,180.01
12/22/2016,79,RUIZ  Frequent,25,320,48,3,393,81.42,173.51
12/22/2016,82,CULEBRA,10,476,69,3,555,85.77,172.90
12/22/2016,88,BANDERA,18,393,82,5,493,79.72,176.46
12/22/2016,89,POPLAR,22,247,30,7,299,82.61,130.66
12/22/2016,90,WOODLAWN,32,365,30,0,427,85.48,123.30
12/22/2016,93,IH-10 CROSSROADS/UTSA Express,17,227,24,21,268,84.7,140.74
12/22/2016,94,IH-10 / FIESTA TEXAS Express,17,191,54,21,262,72.9,84.28
12/22/2016,95,FREDERICKSBURG RD,4,201,15,0,220,91.36,171.76
12/22/2016,96,VANCE JACKSON,18,373,65,13,456,81.8,166.13
12/22/2016,97,WEST AVE,17,424,117,9,558,75.99,133.96
12/22/2016,100,PRIMO FRED RD,49,1331,251,29,1631,81.61,161.79
12/22/2016,502,THOUSAND OAKS,4,172,96,4,272,63.24,130.46
12/22/2016,505,BASSE,5,184,17,12,206,89.32,315.34
12/22/2016,509,HILDEBRAND,7,316,11,45,334,94.61,162.77
12/22/2016,515,SOUTHCROSS,6,406,14,15,426,95.31,152.06
12/22/2016,520,ZARZAMORA,82,1123,183,37,1388,80.91,170.31
12/22/2016,522,BABCOCK,8,367,27,4,402,91.29,82.07
12/22/2016,524,GENERAL McMULLEN Frequent,17,720,34,57,771,93.39,157.94
12/22/2016,534,WURZBACH,22,481,112,43,615,78.21,169.15
12/22/2016,550,LOOPER Skip,18,443,86,6,547,80.99,148.73
12/22/2016,551,LOOPER Skip,20,493,142,16,655,75.27,112.42
12/22/2016,602,NORTH STAR / MEDICAL CENTER,8,232,26,8,266,87.22,147.55
12/22/2016,603,MEDICAL CENTER/UTSA,5,158,35,12,198,79.8,160.17
12/22/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,4,174,10,4,188,92.55,107.70
12/22/2016,605,UTSA/MAINLAND,0,78,10,8,88,88.64,144.87
12/22/2016,606,MEDICAL CENTER/ALAMO RANCH,2,206,17,2,225,91.56,180.70
12/22/2016,607,MEDICAL CENTER / INGRAM,2,91,11,1,104,87.5,173.53
12/22/2016,609,INGRAM/MAINLAND,3,110,17,5,130,84.62,129.23
12/22/2016,610,INGRAM/NORTHWEST CROSSING,6,223,27,25,256,87.11,302.08
12/22/2016,611,VALLEY-HI / KEL-LAC,5,90,0,19,95,94.74,171.81
12/22/2016,612,KEL-LAC/WESTLAKES,4,110,0,0,114,96.49,113.22
12/22/2016,613,HERITAGE NW / KEL-LAC,10,136,1,0,147,92.52,92.61
12/22/2016,614,HIDDEN COVE / KEL-LAC,7,86,19,2,112,76.79,116.39
12/22/2016,615,KEL-LAC / HERITAGE PARK,5,119,18,5,142,83.8,121.52
12/22/2016,616,SKY HARBOUR/KEL-LAC,7,157,6,26,170,92.35,116.86
12/22/2016,617,KEL-LAC / RAINBOW HILLS,10,132,1,4,143,92.31,112.84
12/22/2016,618,INGRAM/WESTLAKES,2,84,17,25,103,81.55,97.85
12/22/2016,619,KEL-LAC / INDIAN CREEK,9,133,1,1,143,93.01,98.56
12/22/2016,620,INGRAM/NWVISTAS,2,63,25,39,90,70,131.51
12/22/2016,629,INDUSTRY PARK,3,117,33,2,153,76.47,138.73
12/22/2016,630,RANDOLPH/KIRBY/SUNRISE,6,136,20,3,162,83.95,94.51
12/22/2016,631,SUNRISE/SUMMERFEST,2,107,44,9,153,69.93,195.31
12/22/2016,632,RANDOLPH/VENTURA,26,437,36,5,499,87.58,160.45
12/22/2016,640,VALLEY FORGE,1,79,3,3,83,95.18,117.39
12/22/2016,641,KNOLLCREEK,1,86,1,1,88,97.73,97.57
12/22/2016,642,NACOGDOCHES,0,95,2,1,97,97.94,145.20
12/22/2016,647,NORTH STAR / HARRY WURZBACH,20,119,12,2,151,78.81,249.94
12/22/2016,648,NORTH STAR / STONE OAK PKWY.,35,156,83,4,274,56.93,213.29
12/22/2016,651,DECO DISTRICT / CASTLE HILLS,3,157,5,0,165,95.15,167.96
12/22/2016,660,NWVISTAS/UNIVESITY P&R,1,98,30,57,129,75.97,75.60
12/22/2016,999,GSA SHUTTLE,0,0,0,64,0,NULL,NULL
12/23/2016,2,BLANCO,17,709,129,26,855,82.92,193.83
12/23/2016,3,SAN PEDRO SKIP,39,442,184,6,665,66.47,182.77
12/23/2016,4,SAN PEDRO Frequent,18,538,146,12,702,76.64,131.72
12/23/2016,5,McCULLOUGH,13,302,134,1,449,67.26,200.52
12/23/2016,6,US-281 Express,11,147,14,8,172,85.47,142.17
12/23/2016,8,N ST MARYS,15,393,61,98,469,83.8,121.41
12/23/2016,9,BROADWAY,4,352,21,7,377,93.37,94.51
12/23/2016,10,NACO/BROADWAY,5,306,43,24,354,86.44,88.19
12/23/2016,11,VIVA CULTURE,30,408,45,71,483,84.47,196.40
12/23/2016,14,PERRIN BEITEL SKIP,28,552,29,3,609,90.64,94.38
12/23/2016,17,IH-35 Express,8,164,10,2,182,90.11,212.53
12/23/2016,20,NEW BRAUNFELS Frequent,34,642,78,17,754,85.15,211.59
12/23/2016,21,KIRBY / CONVERSE,29,404,34,4,467,86.51,180.79
12/23/2016,22,HAYS Frequent,13,237,16,134,266,89.1,155.53
12/23/2016,24,EAST HOUSTON Frequent,20,319,76,28,415,76.87,147.02
12/23/2016,25,E. COMMERCE Frequent,30,363,99,88,492,73.78,114.15
12/23/2016,26,MARTIN LUTHER KING,7,326,75,1,408,79.9,145.10
12/23/2016,28,PORTER,50,475,42,5,567,83.77,190.24
12/23/2016,30,RIGSBY,12,294,61,6,367,80.11,198.78
12/23/2016,32,STEVES AVE.,11,288,26,4,325,88.62,157.46
12/23/2016,34,SOUTH ST.MARY'S,20,440,96,61,556,79.14,242.62
12/23/2016,36,S.PRESA,14,266,48,3,328,81.1,202.09
12/23/2016,40,VIVA MISSIONS,17,97,21,37,135,71.85,297.79
12/23/2016,42,ROOSEVELT,20,428,108,13,556,76.98,152.22
12/23/2016,43,SOUTH FLORES,8,365,8,3,381,95.8,121.96
12/23/2016,44,PLEASANTON RD.,19,338,30,5,387,87.34,152.92
12/23/2016,46,COMMERCIAL,12,260,41,5,313,83.07,132.59
12/23/2016,48,IH-35 S Express,2,25,1,3,28,89.29,169.95
12/23/2016,51,NOGALITOS,22,404,41,3,467,86.51,152.40
12/23/2016,54,SOUTH ALAMO,2,104,10,0,116,89.66,143.81
12/23/2016,62,KIRK,25,269,17,3,311,86.5,220.59
12/23/2016,64,US 90 Express,16,125,69,60,210,59.52,78.68
12/23/2016,66,CERALVO Frequent,20,582,72,17,674,86.35,181.78
12/23/2016,67,LAREDO,5,161,40,51,206,78.16,141.00
12/23/2016,68,GUADALUPE Frequent,7,550,79,16,636,86.48,172.49
12/23/2016,70,CESAR CHAVEZ,0,91,25,0,116,78.45,215.72
12/23/2016,75,W. COMMERCE Frequent,24,450,109,78,583,77.19,145.62
12/23/2016,76,WEST COMMERCE Skip,52,388,113,4,553,70.16,165.64
12/23/2016,77,MARTIN,9,218,17,9,244,89.34,239.99
12/23/2016,79,RUIZ  Frequent,29,334,29,0,392,85.2,106.57
12/23/2016,82,CULEBRA,7,507,40,4,554,91.52,168.55
12/23/2016,88,BANDERA,18,386,91,3,495,77.98,213.41
12/23/2016,89,POPLAR,25,261,20,0,306,85.29,132.66
12/23/2016,90,WOODLAWN,20,348,58,1,426,81.69,206.44
12/23/2016,93,IH-10 CROSSROADS/UTSA Express,14,258,11,2,283,91.17,181.41
12/23/2016,94,IH-10 / FIESTA TEXAS Express,14,187,64,13,265,70.57,82.77
12/23/2016,95,FREDERICKSBURG RD,5,206,8,1,219,94.06,159.43
12/23/2016,96,VANCE JACKSON,9,407,34,5,450,90.44,178.40
12/23/2016,97,WEST AVE,18,438,95,3,551,79.49,119.35
12/23/2016,100,PRIMO FRED RD,45,1400,169,46,1614,86.74,140.02
12/23/2016,502,THOUSAND OAKS,15,243,17,1,275,88.36,145.42
12/23/2016,505,BASSE,3,187,17,11,207,90.34,311.78
12/23/2016,509,HILDEBRAND,14,300,25,40,339,88.5,232.30
12/23/2016,515,SOUTHCROSS,8,373,46,14,427,87.35,168.06
12/23/2016,520,ZARZAMORA,70,973,331,51,1374,70.82,218.58
12/23/2016,522,BABCOCK,7,366,29,4,402,91.04,129.68
12/23/2016,524,GENERAL McMULLEN Frequent,30,676,65,57,771,87.68,223.00
12/23/2016,534,WURZBACH,19,387,220,32,626,61.82,176.56
12/23/2016,550,LOOPER Skip,13,414,118,16,545,75.96,231.70
12/23/2016,551,LOOPER Skip,14,368,272,84,654,56.27,164.41
12/23/2016,602,NORTH STAR / MEDICAL CENTER,7,239,17,6,263,90.87,117.08
12/23/2016,603,MEDICAL CENTER/UTSA,10,162,24,14,196,82.65,155.99
12/23/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,4,175,8,5,187,93.58,140.70
12/23/2016,605,UTSA/MAINLAND,2,77,6,11,85,90.59,99.44
12/23/2016,606,MEDICAL CENTER/ALAMO RANCH,9,185,30,3,224,82.59,89.75
12/23/2016,607,MEDICAL CENTER / INGRAM,1,76,27,1,104,73.08,160.40
12/23/2016,609,INGRAM/MAINLAND,2,110,22,1,134,82.09,129.99
12/23/2016,610,INGRAM/NORTHWEST CROSSING,20,214,22,25,256,83.59,139.08
12/23/2016,611,VALLEY-HI / KEL-LAC,1,87,7,19,95,91.58,192.15
12/23/2016,612,KEL-LAC/WESTLAKES,2,97,15,0,114,85.09,143.50
12/23/2016,613,HERITAGE NW / KEL-LAC,7,128,12,0,147,87.07,107.54
12/23/2016,614,HIDDEN COVE / KEL-LAC,6,92,16,0,114,80.7,155.39
12/23/2016,615,KEL-LAC / HERITAGE PARK,1,118,26,2,145,81.38,132.81
12/23/2016,616,SKY HARBOUR/KEL-LAC,9,146,5,36,160,91.25,221.70
12/23/2016,617,KEL-LAC / RAINBOW HILLS,4,130,2,11,136,95.59,147.76
12/23/2016,618,INGRAM/WESTLAKES,1,75,25,27,101,74.26,96.63
12/23/2016,619,KEL-LAC / INDIAN CREEK,12,113,19,0,144,78.47,110.21
12/23/2016,620,INGRAM/NWVISTAS,0,51,41,37,92,55.43,206.89
12/23/2016,629,INDUSTRY PARK,9,110,34,2,153,71.9,154.52
12/23/2016,630,RANDOLPH/KIRBY/SUNRISE,7,145,10,3,162,89.51,230.18
12/23/2016,631,SUNRISE/SUMMERFEST,8,138,6,1,152,90.79,127.93
12/23/2016,632,RANDOLPH/VENTURA,23,428,53,0,504,84.92,117.88
12/23/2016,640,VALLEY FORGE,5,72,5,4,82,87.8,161.56
12/23/2016,641,KNOLLCREEK,1,85,2,1,88,96.59,173.45
12/23/2016,642,NACOGDOCHES,0,90,8,0,98,91.84,118.88
12/23/2016,647,NORTH STAR / HARRY WURZBACH,6,131,14,2,151,86.75,238.55
12/23/2016,648,NORTH STAR / STONE OAK PKWY.,14,228,35,1,277,82.31,119.24
12/23/2016,651,DECO DISTRICT / CASTLE HILLS,5,128,2,30,135,94.81,199.60
12/23/2016,660,NWVISTAS/UNIVESITY P&R,1,71,57,57,129,55.04,84.69
12/23/2016,999,GSA SHUTTLE,0,0,0,64,0,NULL,NULL
12/25/2016,2,BLANCO,7,444,43,10,494,89.88,177.82
12/25/2016,3,SAN PEDRO SKIP,30,397,18,1,445,89.21,189.64
12/25/2016,4,SAN PEDRO Frequent,16,460,19,0,495,92.93,195.36
12/25/2016,5,McCULLOUGH,0,274,19,0,293,93.52,256.49
12/25/2016,8,N ST MARYS,10,255,23,0,288,88.54,136.97
12/25/2016,9,BROADWAY,7,276,13,40,296,93.24,238.63
12/25/2016,10,NACO/BROADWAY,14,278,37,13,329,84.5,169.74
12/25/2016,11,VIVA CULTURE,38,406,51,59,495,82.02,156.45
12/25/2016,14,PERRIN BEITEL SKIP,10,388,8,2,406,95.57,109.42
12/25/2016,16,JBSA EXPRESS FT. SAM HOUSTON / USO,1,34,2,1,37,91.89,274.92
12/25/2016,17,IH-35 Express,1,90,0,1,91,98.9,287.47
12/25/2016,20,NEW BRAUNFELS Frequent,16,468,37,3,521,89.83,285.09
12/25/2016,21,KIRBY / CONVERSE,26,273,15,0,314,86.94,149.46
12/25/2016,22,HAYS Frequent,20,216,25,0,261,82.76,159.15
12/25/2016,24,EAST HOUSTON Frequent,19,273,29,13,321,85.05,139.44
12/25/2016,25,E. COMMERCE Frequent,25,283,50,6,358,79.05,72.53
12/25/2016,26,MARTIN LUTHER KING,24,253,15,0,292,86.64,207.14
12/25/2016,28,PORTER,20,319,45,0,384,83.07,252.06
12/25/2016,30,RIGSBY,3,198,15,3,216,91.67,260.15
12/25/2016,32,STEVES AVE.,1,167,16,1,184,90.76,258.93
12/25/2016,34,SOUTH ST.MARY'S,1,284,24,39,309,91.91,140.80
12/25/2016,36,S.PRESA,8,200,6,2,214,93.46,333.09
12/25/2016,40,VIVA MISSIONS,20,85,27,40,132,64.39,469.75
12/25/2016,42,ROOSEVELT,28,317,27,0,372,85.22,174.58
12/25/2016,43,SOUTH FLORES,11,269,12,38,292,92.12,240.66
12/25/2016,44,PLEASANTON RD.,27,297,20,5,344,86.34,222.98
12/25/2016,46,COMMERCIAL,1,190,24,1,215,88.37,163.65
12/25/2016,51,NOGALITOS,14,299,32,0,345,86.67,190.21
12/25/2016,62,KIRK,16,153,43,0,212,72.17,124.01
12/25/2016,64,US 90 Express,31,105,13,28,149,70.47,104.14
12/25/2016,65,JBSA EXPRESS LACKLAND AFB/USO,0,33,2,3,35,94.29,419.66
12/25/2016,66,CERALVO Frequent,10,364,16,0,390,93.33,115.36
12/25/2016,67,LAREDO,5,112,15,0,132,84.85,129.41
12/25/2016,68,GUADALUPE Frequent,42,504,65,5,611,82.49,168.28
12/25/2016,75,W. COMMERCE Frequent,11,329,61,3,401,82.04,171.91
12/25/2016,76,WEST COMMERCE Skip,46,351,3,0,400,87.75,203.17
12/25/2016,77,MARTIN,10,143,26,1,179,79.89,245.30
12/25/2016,79,RUIZ  Frequent,9,201,14,4,224,89.73,133.81
12/25/2016,82,CULEBRA,6,378,17,1,401,94.26,243.57
12/25/2016,88,BANDERA,40,321,14,3,375,85.6,173.41
12/25/2016,89,POPLAR,12,164,23,0,199,82.41,159.30
12/25/2016,90,WOODLAWN,22,296,21,4,339,87.32,163.33
12/25/2016,94,IH-10 / FIESTA TEXAS Express,9,226,0,34,235,96.17,92.29
12/25/2016,95,FREDERICKSBURG RD,4,181,10,1,195,92.82,224.94
12/25/2016,96,VANCE JACKSON,11,217,15,2,243,89.3,191.09
12/25/2016,97,WEST AVE,25,228,34,19,287,79.44,65.12
12/25/2016,100,PRIMO FRED RD,23,933,204,28,1160,80.43,161.62
12/25/2016,502,THOUSAND OAKS,1,170,2,19,173,98.27,270.13
12/25/2016,505,BASSE,4,181,14,0,199,90.95,162.00
12/25/2016,515,SOUTHCROSS,1,245,0,0,246,99.59,144.22
12/25/2016,520,ZARZAMORA,51,672,56,60,779,86.26,171.66
12/25/2016,522,BABCOCK,2,182,28,1,212,85.85,185.79
12/25/2016,524,GENERAL McMULLEN Frequent,20,292,15,21,327,89.3,193.56
12/25/2016,534,WURZBACH,8,273,2,1,283,96.47,157.30
12/25/2016,550,LOOPER Skip,18,300,35,2,353,84.99,149.40
12/25/2016,551,LOOPER Skip,7,375,8,3,390,96.15,86.49
12/25/2016,602,NORTH STAR / MEDICAL CENTER,1,130,4,35,135,96.3,171.26
12/25/2016,603,MEDICAL CENTER/UTSA,6,113,6,1,125,90.4,298.00
12/25/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,0,85,8,31,93,91.4,130.65
12/25/2016,606,MEDICAL CENTER/ALAMO RANCH,27,179,3,1,209,85.65,133.29
12/25/2016,607,MEDICAL CENTER / INGRAM,5,93,4,0,102,91.18,194.84
12/25/2016,609,INGRAM/MAINLAND,5,88,0,0,93,94.62,167.22
12/25/2016,610,INGRAM/NORTHWEST CROSSING,20,168,8,24,196,85.71,208.59
12/25/2016,611,VALLEY-HI / KEL-LAC,1,82,6,19,89,92.13,232.40
12/25/2016,612,KEL-LAC/WESTLAKES,3,92,12,1,107,85.98,90.55
12/25/2016,613,HERITAGE NW / KEL-LAC,2,105,1,0,108,97.22,96.07
12/25/2016,614,HIDDEN COVE / KEL-LAC,9,99,0,0,108,91.67,261.01
12/25/2016,615,KEL-LAC / HERITAGE PARK,2,105,0,1,107,98.13,143.60
12/25/2016,616,SKY HARBOUR/KEL-LAC,12,113,1,18,126,89.68,129.61
12/25/2016,617,KEL-LAC / RAINBOW HILLS,10,97,0,1,107,90.65,98.38
12/25/2016,618,INGRAM/WESTLAKES,6,89,7,26,102,87.25,140.88
12/25/2016,619,KEL-LAC / INDIAN CREEK,4,102,2,0,108,94.44,172.10
12/25/2016,620,INGRAM/NWVISTAS,8,85,0,0,93,91.4,189.54
12/25/2016,629,INDUSTRY PARK,10,125,20,0,155,80.65,126.23
12/25/2016,630,RANDOLPH/KIRBY/SUNRISE,11,165,0,0,176,93.75,123.85
12/25/2016,632,RANDOLPH/VENTURA,1,171,2,10,174,98.28,87.24
12/25/2016,642,NACOGDOCHES,1,90,1,0,92,97.83,165.35
12/25/2016,647,NORTH STAR / HARRY WURZBACH,4,120,1,0,125,96,143.07
12/25/2016,648,NORTH STAR / STONE OAK PKWY.,3,210,11,5,224,93.75,279.63
12/25/2016,651,DECO DISTRICT / CASTLE HILLS,7,80,7,2,94,85.11,100.89
12/26/2016,2,BLANCO,5,290,207,12,502,57.77,169.04
12/26/2016,3,SAN PEDRO SKIP,4,311,128,3,443,70.2,222.83
12/26/2016,4,SAN PEDRO Frequent,10,423,61,1,494,85.63,125.71
12/26/2016,5,McCULLOUGH,1,249,43,0,293,84.98,139.34
12/26/2016,8,N ST MARYS,6,192,89,1,287,66.9,199.70
12/26/2016,9,BROADWAY,12,296,18,10,326,90.8,313.97
12/26/2016,10,NACO/BROADWAY,5,277,34,26,316,87.66,84.04
12/26/2016,11,VIVA CULTURE,51,403,30,70,484,83.26,137.44
12/26/2016,14,PERRIN BEITEL SKIP,11,318,71,8,400,79.5,183.50
12/26/2016,16,JBSA EXPRESS FT. SAM HOUSTON / USO,0,0,0,38,0,NULL,NULL
12/26/2016,17,IH-35 Express,4,85,3,0,92,92.39,173.74
12/26/2016,20,NEW BRAUNFELS Frequent,3,409,112,0,524,78.05,167.42
12/26/2016,21,KIRBY / CONVERSE,7,253,50,4,310,81.61,174.66
12/26/2016,22,HAYS Frequent,12,217,30,2,259,83.78,170.85
12/26/2016,24,EAST HOUSTON Frequent,10,267,43,14,320,83.44,102.08
12/26/2016,25,E. COMMERCE Frequent,15,282,63,4,360,78.33,173.10
12/26/2016,26,MARTIN LUTHER KING,6,181,101,4,288,62.85,98.48
12/26/2016,28,PORTER,7,251,127,10,385,65.19,216.72
12/26/2016,30,RIGSBY,0,180,38,1,218,82.57,272.61
12/26/2016,32,STEVES AVE.,4,145,29,7,178,81.46,150.69
12/26/2016,34,SOUTH ST.MARY'S,1,166,137,44,304,54.61,199.80
12/26/2016,36,S.PRESA,1,181,31,3,213,84.98,276.65
12/26/2016,40,VIVA MISSIONS,9,113,13,37,135,83.7,205.07
12/26/2016,42,ROOSEVELT,4,236,130,2,370,63.78,98.36
12/26/2016,43,SOUTH FLORES,19,297,5,9,321,92.52,159.19
12/26/2016,44,PLEASANTON RD.,15,308,22,4,345,89.28,207.53
12/26/2016,46,COMMERCIAL,12,170,34,0,216,78.7,118.84
12/26/2016,51,NOGALITOS,3,274,55,13,332,82.53,144.68
12/26/2016,62,KIRK,5,142,65,0,212,66.98,128.84
12/26/2016,64,US 90 Express,22,113,14,28,149,75.84,63.90
12/26/2016,65,JBSA EXPRESS LACKLAND AFB/USO,0,0,0,38,0,NULL,NULL
12/26/2016,66,CERALVO Frequent,10,328,52,0,390,84.1,186.56
12/26/2016,67,LAREDO,5,96,30,1,131,73.28,110.44
12/26/2016,68,GUADALUPE Frequent,14,407,191,4,612,66.5,214.74
12/26/2016,75,W. COMMERCE Frequent,9,320,74,1,403,79.4,144.76
12/26/2016,76,WEST COMMERCE Skip,15,330,49,6,394,83.76,193.04
12/26/2016,77,MARTIN,4,132,43,1,179,73.74,161.83
12/26/2016,79,RUIZ  Frequent,16,156,50,6,222,70.27,98.46
12/26/2016,82,CULEBRA,8,350,37,7,395,88.61,155.81
12/26/2016,88,BANDERA,10,256,104,8,370,69.19,177.24
12/26/2016,89,POPLAR,4,145,42,13,191,75.92,167.00
12/26/2016,90,WOODLAWN,5,285,49,4,339,84.07,217.45
12/26/2016,94,IH-10 / FIESTA TEXAS Express,14,218,33,4,265,82.26,76.51
12/26/2016,95,FREDERICKSBURG RD,0,146,49,1,195,74.87,187.93
12/26/2016,96,VANCE JACKSON,5,189,39,12,233,81.12,437.81
12/26/2016,97,WEST AVE,1,187,96,45,284,65.85,112.46
12/26/2016,100,PRIMO FRED RD,9,822,343,14,1174,70.02,127.20
12/26/2016,502,THOUSAND OAKS,6,177,6,3,189,93.65,277.30
12/26/2016,505,BASSE,0,159,40,0,199,79.9,149.62
12/26/2016,515,SOUTHCROSS,4,233,9,0,246,94.72,188.26
12/26/2016,520,ZARZAMORA,32,518,266,10,816,63.48,121.56
12/26/2016,522,BABCOCK,15,175,23,0,213,82.16,93.52
12/26/2016,524,GENERAL McMULLEN Frequent,14,194,66,74,274,70.8,124.13
12/26/2016,534,WURZBACH,14,201,66,3,281,71.53,168.37
12/26/2016,550,LOOPER Skip,8,258,85,4,351,73.5,231.98
12/26/2016,551,LOOPER Skip,6,224,146,17,376,59.57,98.78
12/26/2016,602,NORTH STAR / MEDICAL CENTER,4,128,32,6,164,78.05,129.75
12/26/2016,603,MEDICAL CENTER/UTSA,2,82,41,1,125,65.6,254.43
12/26/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,0,90,28,6,118,76.27,112.06
12/26/2016,606,MEDICAL CENTER/ALAMO RANCH,12,185,12,1,209,88.52,117.55
12/26/2016,607,MEDICAL CENTER / INGRAM,0,99,3,0,102,97.06,166.20
12/26/2016,609,INGRAM/MAINLAND,1,82,10,0,93,88.17,137.32
12/26/2016,610,INGRAM/NORTHWEST CROSSING,8,180,8,24,196,91.84,131.26
12/26/2016,611,VALLEY-HI / KEL-LAC,1,86,3,18,90,95.56,149.49
12/26/2016,612,KEL-LAC/WESTLAKES,3,102,2,1,107,95.33,151.90
12/26/2016,613,HERITAGE NW / KEL-LAC,0,97,11,0,108,89.81,101.32
12/26/2016,614,HIDDEN COVE / KEL-LAC,2,84,22,0,108,77.78,112.48
12/26/2016,615,KEL-LAC / HERITAGE PARK,0,69,38,1,107,64.49,144.04
12/26/2016,616,SKY HARBOUR/KEL-LAC,3,115,8,18,126,91.27,143.99
12/26/2016,617,KEL-LAC / RAINBOW HILLS,3,92,13,0,108,85.19,109.28
12/26/2016,618,INGRAM/WESTLAKES,0,69,32,27,101,68.32,139.41
12/26/2016,619,KEL-LAC / INDIAN CREEK,2,95,11,0,108,87.96,129.88
